exp_name,seed,iteration,n_blocks,n_target_examples,n_source_examples,train_set_size,target_fraction,eval_set,entity_f1_micro,entity_f1_macro,entity_f1_weighted,entity_precision,entity_recall,token_f1,token_acc,eval_loss,delta_f1_vs_iter0,f1_Archive,f1_CelestialObject,f1_CelestialObjectRegion,f1_CelestialRegion,f1_Citation,f1_Collaboration,f1_ComputingFacility,f1_Database,f1_Dataset,f1_EntityOfFutureInterest,f1_Event,f1_Fellowship,f1_Formula,f1_Grant,f1_Identifier,f1_Instrument,f1_LOC,f1_Mission,f1_Model,f1_ORG,f1_ObservationalTechniques,f1_Observatory,f1_PER,f1_Proposal,f1_Software,f1_Survey,f1_Tag,f1_Telescope,f1_TextGarbage,f1_URL,f1_Wavelength,support_Archive,support_CelestialObject,support_CelestialObjectRegion,support_CelestialRegion,support_Citation,support_Collaboration,support_ComputingFacility,support_Database,support_Dataset,support_EntityOfFutureInterest,support_Event,support_Fellowship,support_Formula,support_Grant,support_Identifier,support_Instrument,support_LOC,support_Mission,support_Model,support_ORG,support_ObservationalTechniques,support_Observatory,support_PER,support_Proposal,support_Software,support_Survey,support_Tag,support_Telescope,support_TextGarbage,support_URL,support_Wavelength,best_epoch,train_time_sec,peak_gpu_mem_mb
iter_astro,42,6,30,30,12543,12573,0.0023860653781913625,astro_test,0.46752320566964933,0.11832959730140996,0.3748060392332786,0.5331943879625864,0.4162549358096712,0.21824424764772635,0.8945012359407553,0.9603812452405691,0.15761358918890672,0.07906976744186046,0.11497619919443428,0.0,0.0,0.6159045451410442,0.03164556962025317,0.09774436090225565,0.03174603174603175,0.0,0.0,0.0,0.011940298507462687,0.08061647895672792,0.26381500379980455,0.0,0.0,0.5103092783505154,0.0,0.0016467682173734045,0.6429999999999999,0.0,0.23398692810457516,0.8507235947869193,0.0,0.0,0.05894736842105263,0.0,0.0278468423669816,0.0,0.0,0.014298480786416445,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,16,2006.6529128551483,11769
iter_astro,42,7,35,35,12543,12578,0.00278263634918111,ewt_dev,0.7805383022774327,0.5724225928059341,0.7822378932085604,0.7805383022774327,0.7805383022774327,0.6873578167374996,0.9821861704242714,0.1147163567231531,-0.02435167327268961,,,,,,,,,,,,,,0.0,,,0.7910643889618922,,,0.6220302375809935,,,0.876595744680851,,,,,,,,,,,,,,,,,,,,,,0,,,399,,,224,,,343,,,,,,,,,18,2233.8408238887787,11769
iter_astro,42,7,35,35,12543,12578,0.00278263634918111,conll_test,0.7158447009443861,0.7065348108356803,0.7050774883421734,0.7441099476439791,0.689648200566114,0.8185360597051355,0.9527726930117368,0.4188896665021915,0.013571742020729083,,,,,,,,,,,,,,,,,0.7083449623220766,,,0.5406203840472673,,,0.8706390861376968,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,18,2233.8408238887787,11769
iter_astro,42,7,35,35,12543,12578,0.00278263634918111,astro_test,0.4763720196808351,0.18164626166743691,0.4385980590009568,0.4792177021003173,0.47355993412306285,0.3048090449182761,0.9091298843105862,0.7325723964720965,0.16646240320009248,0.06365159128978223,0.3850242662352669,0.0,0.0,0.6370403789758629,0.15,0.127217125382263,0.08069164265129683,0.0,0.0,0.0,0.16896551724137931,0.29480467176802255,0.28943737544074816,0.0,0.007290400972053463,0.47319347319347316,0.0,0.04241316270566727,0.647438208548652,0.0,0.40884573894282633,0.8828963795255931,0.0,0.03469210754553339,0.17137293086660177,0.0,0.21677162744448128,0.0,0.36279069767441857,0.18649681528662423,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,18,2233.8408238887787,11769
iter_astro,42,8,40,40,12543,12583,0.003178892156083605,ewt_dev,0.768759571209801,0.7454366086067333,0.7696289471612666,0.7583081570996979,0.7795031055900621,0.8517445443893109,0.9814704362002465,0.1207064094549943,-0.03613040434032133,,,,,,,,,,,,,,,,,0.7968545216251638,,,0.5732484076433122,,,0.8662068965517241,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,20,2455.156266450882,11774
iter_astro,42,8,40,40,12543,12583,0.003178892156083605,conll_test,0.7158436213991769,0.7078552134041179,0.7059878193927429,0.7287390029325513,0.7033966841892438,0.8109714883897639,0.9538494669968773,0.3842962022506442,0.013570662475519857,,,,,,,,,,,,,,,,,0.6852003270645952,,,0.5242022230190032,,,0.9141630901287554,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,20,2455.156266450882,11774
iter_astro,42,8,40,40,12543,12583,0.003178892156083605,astro_test,0.4877164873731593,0.2124825609694352,0.45874870682800256,0.46952753447547696,0.5073714705240391,0.3282235175981054,0.9063247342224962,0.7732036557048559,0.1778068708924167,0.24594594594594593,0.4021479713603819,0.0,0.0,0.6639437258906286,0.2616279069767442,0.17570754716981132,0.108991825613079,0.01405152224824356,0.0,0.0,0.1300639658848614,0.2937358916478555,0.2968646395756371,0.0,0.05537098560354374,0.6169400134801168,0.0,0.10011428571428571,0.6371243818942564,0.0,0.3534373681990721,0.8851595919710431,0.0,0.029565217391304348,0.22651448639157154,0.0,0.23197299785210188,0.0,0.6147859922178988,0.24289312702410937,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,20,2455.156266450882,11774
iter_astro,123,0,0,0,12543,12543,0.0,ewt_dev,0.8045634920634921,0.7913926639231903,0.8045316503250017,0.7723809523809524,0.839544513457557,0.8770418584419076,0.9832995347727543,0.08392978470221842,0.0,,,,,,,,,,,,,,,,,0.8043478260869565,,,0.6908315565031983,,,0.8789986091794159,,,,,,,,,,,,,,,,,,,,,,,,,399,,,224,,,343,,,,,,,,,8,1064.4061238765717,5588
iter_astro,123,0,0,0,12543,12543,0.0,conll_test,0.6977021784541928,0.6831367000227372,0.6812099260350953,0.6867045232034462,0.7090578245046503,0.8021041092204979,0.9519758802627328,0.2974709965530093,0.0,,,,,,,,,,,,,,,,,0.6786950074147305,,,0.4716981132075471,,,0.8990169794459338,,,,,,,,,,,,,,,,,,,,,,,,,1668,,,1661,,,1617,,,,,,,,,8,1064.4061238765717,5588
iter_astro,123,0,0,0,12543,12543,0.0,astro_test,0.30147300801663884,0.04461373315087701,0.1905478152629478,0.44782948768087605,0.22721590570867314,0.08413774661347435,0.8418230293611292,2.0392814069986342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2634593356242841,0.0,0.0,0.5338833741566756,0.0,0.0,0.5856830178962276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324,2419,484,148,6042,360,588,297,339,304,55,594,2401,5038,146,813,2097,170,2366,10436,61,1141,5940,159,1112,915,74,1881,192,350,3151,8,1064.4061238765717,5588
